Jumlah Keluar,Catatan,Waktu,Harga Jual,Total,Nama Barang,SKU
1,Pesanan ID-20170912-292811,2017-09-12 04:12:16 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170912-612105,2017-09-12 02:01:26 +0000 UTC,120000,120000,"Dellaya Plain Loose Big Blouse (XXXL,Black)",SSI-D01037812-X3-BLA
1,Pesanan ID-20170912-314347,2017-09-12 01:08:49 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20170912-314347,2017-09-12 01:08:49 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20170911-136038,2017-09-11 19:26:21 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (L,Yellow)",SSI-D01220349-LL-YEL
1,Pesanan ID-20170911-136038,2017-09-11 19:26:21 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (S,Yellow)",SSI-D01220357-SS-YEL
1,Pesanan ID-20170911-706733,2017-09-11 15:20:24 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Pesanan ID-20170911-517644,2017-09-11 14:58:40 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Yellow)",SSI-D01220355-XX-YEL
1,Barang Rusak,2017-09-11 14:18:49 +0000 UTC,0,0,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170911-928825,2017-09-11 14:14:45 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170911-613254,2017-09-11 11:17:34 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170911-613254,2017-09-11 11:17:34 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170911-620535,2017-09-11 07:43:08 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170911-424642,2017-09-11 07:35:15 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170911-020811,2017-09-11 05:20:50 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170911-020811,2017-09-11 05:20:50 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170911-654422,2017-09-11 05:05:31 +0000 UTC,110000,110000,"Deklia Plain Casual Blouse (L,Navy)",SSI-D00864612-LL-NAV
1,Pesanan ID-20170911-017060,2017-09-11 04:06:04 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170911-017060,2017-09-11 04:06:04 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170911-331742,2017-09-11 02:15:33 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170911-331742,2017-09-11 02:15:33 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (M,Yellow)",SSI-D01220322-MM-YEL
1,Barang Hilang,2017-09-11 02:12:54 +0000 UTC,0,0,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170911-068007,2017-09-11 01:41:37 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170910-093274,2017-09-11 00:02:29 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170910-687038,2017-09-10 23:40:39 +0000 UTC,115000,115000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170910-021816,2017-09-10 16:10:48 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170910-021816,2017-09-10 16:10:48 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170910-702775,2017-09-10 11:26:02 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170910-702775,2017-09-10 11:26:02 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170910-966735,2017-09-10 04:41:37 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170910-966735,2017-09-10 04:41:37 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170910-220248,2017-09-10 00:07:43 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170909-500804,2017-09-09 19:54:13 +0000 UTC,115000,115000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170909-794267,2017-09-09 12:44:04 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170909-794267,2017-09-09 12:44:04 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170909-550233,2017-09-09 12:39:46 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170909-433154,2017-09-09 11:36:05 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170909-635500,2017-09-09 08:13:08 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170909-077671,2017-09-09 07:49:23 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170909-126821,2017-09-09 07:39:41 +0000 UTC,120000,120000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170909-305883,2017-09-09 07:08:59 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170909-170572,2017-09-09 06:59:03 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170909-170572,2017-09-09 06:59:03 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170909-907242,2017-09-09 05:39:48 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170909-754440,2017-09-09 02:05:38 +0000 UTC,110000,110000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170909-754440,2017-09-09 02:05:38 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170909-723853,2017-09-09 01:20:07 +0000 UTC,115000,115000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170908-414468,2017-09-08 16:35:43 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170908-414468,2017-09-08 16:35:43 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Barang Rusak,2017-09-08 15:55:57 +0000 UTC,0,0,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170908-877776,2017-09-08 15:00:31 +0000 UTC,130000,130000,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170908-365011,2017-09-08 14:20:00 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170908-365011,2017-09-08 14:20:00 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170908-461624,2017-09-08 13:56:36 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170908-738501,2017-09-08 11:03:09 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170908-717358,2017-09-08 10:20:53 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170908-717358,2017-09-08 10:20:53 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170908-061065,2017-09-08 08:48:49 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170908-082683,2017-09-08 07:47:51 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170908-720604,2017-09-08 06:32:25 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170908-720604,2017-09-08 06:32:25 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170908-243380,2017-09-08 05:52:29 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170908-243380,2017-09-08 05:52:29 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170908-710370,2017-09-08 03:56:59 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170908-862021,2017-09-08 02:30:50 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170908-862021,2017-09-08 02:30:50 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170908-582380,2017-09-08 02:00:46 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170908-454888,2017-09-08 01:50:38 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20170908-164514,2017-09-08 01:07:07 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170908-936077,2017-09-08 00:52:30 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170907-818552,2017-09-07 17:06:00 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170907-385256,2017-09-07 15:29:03 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170907-423343,2017-09-07 14:21:28 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170907-423343,2017-09-07 14:21:28 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170907-086241,2017-09-07 13:00:32 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170907-048560,2017-09-07 12:56:16 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170907-048560,2017-09-07 12:56:16 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170907-593145,2017-09-07 10:55:21 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170907-795523,2017-09-07 10:32:32 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170907-045633,2017-09-07 09:43:30 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170907-045633,2017-09-07 09:43:30 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170907-800327,2017-09-07 08:30:39 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170907-800327,2017-09-07 08:30:39 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170907-395421,2017-09-07 07:40:11 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170907-290117,2017-09-07 04:56:51 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170907-406360,2017-09-07 04:47:51 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170907-721373,2017-09-07 03:22:04 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170907-721373,2017-09-07 03:22:04 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170907-653271,2017-09-07 01:51:37 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
2,Pesanan ID-20170907-653271,2017-09-07 01:51:37 +0000 UTC,115000,230000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170907-258435,2017-09-07 01:20:31 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170907-258435,2017-09-07 01:20:31 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170907-742372,2017-09-07 00:11:57 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170906-808281,2017-09-06 15:40:30 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170906-846842,2017-09-06 13:06:53 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Sample Barang,2017-09-06 10:41:53 +0000 UTC,0,0,"Salyara Plain Casual Big Blouse (XXXL,Black)",SSI-D01466064-X3-BLA
1,Pesanan ID-20170906-906018,2017-09-06 08:57:54 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170906-906018,2017-09-06 08:57:54 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170906-756006,2017-09-06 07:26:39 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170906-756006,2017-09-06 07:26:39 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Sample Barang,2017-09-06 06:33:49 +0000 UTC,0,0,"Salyara Plain Casual Big Blouse (XXL,Black)",SSI-D01466013-XX-BLA
1,Pesanan ID-20170906-120187,2017-09-06 03:22:49 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170906-890574,2017-09-06 02:22:20 +0000 UTC,120000,120000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170906-424728,2017-09-06 02:10:16 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170905-937066,2017-09-06 01:35:40 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170905-661771,2017-09-05 09:16:52 +0000 UTC,125000,125000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170905-661771,2017-09-05 09:16:52 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XXL,Salem)",SSI-D01220338-XX-SAL
1,Pesanan ID-20170905-086848,2017-09-05 03:24:43 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170905-271172,2017-09-05 02:50:42 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-151182,2017-09-04 23:20:59 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20170904-151182,2017-09-04 23:20:59 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-008261,2017-09-04 19:11:41 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170904-035584,2017-09-04 15:59:29 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170904-074327,2017-09-04 14:31:25 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170904-074327,2017-09-04 14:31:25 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-178081,2017-09-04 14:00:53 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-718857,2017-09-04 13:34:57 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-866554,2017-09-04 13:24:54 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170904-787064,2017-09-04 12:39:51 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170904-301361,2017-09-04 12:09:42 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20170904-558024,2017-09-04 11:58:18 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-392106,2017-09-04 10:42:29 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-385485,2017-09-04 10:33:03 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (L,Salem)",SSI-D01220346-LL-SAL
1,Pesanan ID-20170904-698022,2017-09-04 10:21:35 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170904-066666,2017-09-04 07:35:04 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170904-066666,2017-09-04 07:35:04 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20170904-096738,2017-09-04 07:20:50 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Barang Hilang,2017-09-04 07:06:07 +0000 UTC,0,0,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
1,Pesanan ID-20170904-595803,2017-09-04 06:05:56 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170904-001530,2017-09-04 05:47:20 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170904-001530,2017-09-04 05:47:20 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170904-897670,2017-09-04 05:36:18 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170904-942603,2017-09-04 04:45:31 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170904-920858,2017-09-04 02:20:40 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170904-920858,2017-09-04 02:20:40 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170904-316866,2017-09-04 02:19:59 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170903-897215,2017-09-03 23:19:44 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170903-554064,2017-09-03 22:46:57 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170903-451567,2017-09-03 16:18:05 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (M,Broken White)",SSI-D00791077-MM-BWH
1,Pesanan ID-20170903-451567,2017-09-03 16:18:05 +0000 UTC,115000,115000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170903-258651,2017-09-03 12:05:05 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170903-258651,2017-09-03 12:05:05 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170903-310718,2017-09-03 11:07:10 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170903-778483,2017-09-03 09:03:54 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170903-778483,2017-09-03 09:03:54 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170903-450344,2017-09-03 07:24:20 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170903-021716,2017-09-03 05:38:19 +0000 UTC,120000,120000,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
1,Pesanan ID-20170903-067543,2017-09-03 04:45:56 +0000 UTC,110000,110000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170902-651675,2017-09-02 23:11:15 +0000 UTC,120000,120000,"Devibav Plain Trump Blouse (XL,Yellow)",SSI-D01220334-XL-YEL
1,Pesanan ID-20170902-651675,2017-09-02 23:11:15 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
1,Pesanan ID-20170902-231850,2017-09-02 22:59:31 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170902-775431,2017-09-02 17:48:48 +0000 UTC,110000,110000,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",SSI-D01326201-XL-KHA
1,Pesanan ID-20170902-980345,2017-09-02 14:19:05 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Khaki)",SSI-D01326223-MM-KHA
1,Pesanan ID-20170902-850707,2017-09-02 11:08:52 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
1,Pesanan ID-20170902-766367,2017-09-02 09:13:20 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170902-766367,2017-09-02 09:13:20 +0000 UTC,130000,130000,"Siunfhi Ethnic Trump Blouse (L,Navy)",SSI-D01326299-LL-NAV
1,Pesanan ID-20170902-645345,2017-09-02 08:58:59 +0000 UTC,110000,110000,"Zalekia Plain Casual Blouse (XL,Broken White)",SSI-D00791091-XL-BWH
1,Pesanan ID-20170902-682530,2017-09-02 08:56:01 +0000 UTC,115000,115000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170902-840834,2017-09-02 08:41:30 +0000 UTC,130000,130000,"Zalekia Plain Casual Blouse (L,Broken White)",SSI-D00791015-LL-BWH
1,Pesanan ID-20170902-840834,2017-09-02 08:41:30 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (L,Khaki)",SSI-D01326286-LL-KHA
1,Pesanan ID-20170902-063301,2017-09-02 08:32:59 +0000 UTC,125000,125000,"Siunfhi Ethnic Trump Blouse (M,Navy)",SSI-D01326205-MM-NAV
1,Pesanan ID-20170902-266158,2017-09-02 07:05:59 +0000 UTC,130000,130000,"Devibav Plain Trump Blouse (M,Salem)",SSI-D01220388-MM-SAL
1,Pesanan ID-20170902-797363,2017-09-02 06:38:09 +0000 UTC,125000,125000,"Devibav Plain Trump Blouse (XL,Salem)",SSI-D01220307-XL-SAL
